型番,カード名,レアリティ,画像URL,画像タイトル,元URL,source,src_admin_id
127/S-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/127-S-P_pcg-a5735.webp,プレイヤーズセレモニー[127/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038633_T_PUREIYAZUSEREMONI.jpg,公式,5735
398/SM-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/398-SM-P_pcg-a5733.webp,プレイヤーズセレモニー[398/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/037194_T_PUREIYAZUSEREMONI.jpg,公式,5733
127/S-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/127-S-P_pcg-a5732.webp,プレイヤーズセレモニー[127/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038633_T_PUREIYAZUSEREMONI.jpg,公式,5732
139/XY-P,オールナイトパーティ,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-XY-P_pcg-a5728.webp,オールナイトパーティ[139/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031086_T_ORUNAITOPATEI.jpg,公式,5728
044/DPT-P,ミチーナしんでん,,https://minnano-toreka.com/wp-content/uploads/2026/07/044-DPT-P_crush-a5727.webp,ミチーナしんでん[044/DPT-P],https://www.cardrush-pokemon.jp/product/20919,カードラッシュ,5727
019/DPT-P,バトルタワー,,https://minnano-toreka.com/wp-content/uploads/2026/07/019-DPT-P_crush-a5711.webp,バトルタワー[019/DPT-P],https://www.cardrush-pokemon.jp/product/6380,カードラッシュ,5711
104/094,カスミのおねがい,,https://minnano-toreka.com/wp-content/uploads/2026/07/104-094_pcg-a5659.webp,カスミのおねがい[104/094],https://www.pokemon-card.com/assets/images/card_images/large/SM11/036984_T_KASUMINOONEGAI.jpg,公式,5659
189/165,プクリンex,,https://minnano-toreka.com/wp-content/uploads/2026/07/189-165_pcg-a5653.webp,プクリンex[189/165],https://www.pokemon-card.com/assets/images/card_images/large/SV2a/043974_P_PUKURINEX.jpg,公式,5653
058/051,ジジーロンGX,,https://minnano-toreka.com/wp-content/uploads/2026/07/058-051_pcg-a5636.webp,ジジーロンGX[058/051],https://www.pokemon-card.com/assets/images/card_images/large/SM1p/035629_P_JIJIRONGX.jpg,公式,5636
051/DPT-P,勝利のメダル,,https://minnano-toreka.com/wp-content/uploads/2026/07/051-DPT-P_crush-a5628.webp,勝利のメダル[051/DPT-P],https://www.cardrush-pokemon.jp/product/6358,カードラッシュ,5628
031/DPT-P,勝利のメダル,,https://minnano-toreka.com/wp-content/uploads/2026/07/031-DPT-P_crush-a5625.webp,勝利のメダル[031/DPT-P],https://www.cardrush-pokemon.jp/product/18811,カードラッシュ,5625
065/070,ポケモン通信,,https://minnano-toreka.com/wp-content/uploads/2026/07/065-070_pcg-a5624.webp,ポケモン通信[065/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025254_T_POKEMONTSUUSHIN.jpg,公式,5624
153/BW-P,殿堂ベルト,,https://minnano-toreka.com/wp-content/uploads/2026/07/153-BW-P_crush-a5617.webp,殿堂ベルト[153/BW-P],https://www.cardrush-pokemon.jp/product/7109,カードラッシュ,5617
051/DPT-P,勝利のメダル,,https://minnano-toreka.com/wp-content/uploads/2026/07/051-DPT-P_crush-a5603.webp,勝利のメダル[051/DPT-P],https://www.cardrush-pokemon.jp/product/6358,カードラッシュ,5603
057/L-P,ロストリムーバー,,https://minnano-toreka.com/wp-content/uploads/2026/07/057-L-P_crush-a5599.webp,ロストリムーバー[057/L-P],https://www.cardrush-pokemon.jp/product/8299,カードラッシュ,5599
012/012,時空のゆがみ,,https://minnano-toreka.com/wp-content/uploads/2026/07/012-012_crush-a5592.webp,時空のゆがみ[012/012],https://www.cardrush-pokemon.jp/product/18891,カードラッシュ,5592
002/015,モンスターボール,,https://minnano-toreka.com/wp-content/uploads/2026/07/002-015_pcg-a5590.webp,モンスターボール[002/015],https://www.pokemon-card.com/assets/images/card_images/large/S8a-G/041665_T_MONSUTABORU.jpg,公式,5590
083/087,リザードンソウルリンク,,https://minnano-toreka.com/wp-content/uploads/2026/07/083-087_pcg-a5584.webp,リザードンソウルリンク[083/087],https://www.pokemon-card.com/assets/images/card_images/large/CP6/032289_T_RIZADONSOURURINKU.jpg,公式,5584
012/012,時空のゆがみ,,https://minnano-toreka.com/wp-content/uploads/2026/07/012-012_crush-a5578.webp,時空のゆがみ[012/012],https://www.cardrush-pokemon.jp/product/18891,カードラッシュ,5578
031/032,おはなのかんむり,,https://minnano-toreka.com/wp-content/uploads/2026/07/031-032_pcg-a5574.webp,おはなのかんむり[031/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031631_T_OHANANOKANMURI.jpg,公式,5574
015/020,エネルギー転送,,https://minnano-toreka.com/wp-content/uploads/2026/07/015-020_pcg-a5567.webp,エネルギー転送[015/020],https://www.pokemon-card.com/assets/images/card_images/large/BGSt/027676_T_ENERUGITENSOU.jpg,公式,5567
277/S-P,ハイパーボール,,https://minnano-toreka.com/wp-content/uploads/2026/07/277-S-P_pcg-a5565.webp,ハイパーボール[277/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/043321_T_HAIPABORU.jpg,公式,5565
002/015,モンスターボール,,https://minnano-toreka.com/wp-content/uploads/2026/07/002-015_pcg-a5562.webp,モンスターボール[002/015],https://www.pokemon-card.com/assets/images/card_images/large/S8a-G/041665_T_MONSUTABORU.jpg,公式,5562
031/032,おはなのかんむり,,https://minnano-toreka.com/wp-content/uploads/2026/07/031-032_pcg-a5557.webp,おはなのかんむり[031/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031631_T_OHANANOKANMURI.jpg,公式,5557
059/070,ルギアEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/059-070_pcg-a5546.webp,ルギアEX[059/070],https://www.pokemon-card.com/assets/images/card_images/large/BW7-B/028282_P_RUGIAEX.jpg,公式,5546
080/092,レジギガス,,https://minnano-toreka.com/wp-content/uploads/2026/07/080-092_crush-a5541.webp,レジギガス[080/092],https://www.cardrush-pokemon.jp/product/58613,カードラッシュ,5541
036/036,アルセウス,,https://minnano-toreka.com/wp-content/uploads/2026/07/036-036_pcg-a5527.webp,アルセウス[036/036],https://www.pokemon-card.com/assets/images/card_images/large/CP5/032190_P_ARUSEUSU.jpg,公式,5527
059/076,トゲキッスVMAX,,https://minnano-toreka.com/wp-content/uploads/2026/07/059-076_pcg-a5523.webp,トゲキッスVMAX[059/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038465_P_TOGEKISSUVMAX.jpg,公式,5523
063/087,"<span class=""pcg pcg-megamark""></span>ピジョットEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/063-087_pcg-a5506.webp,"<span class=""pcg pcg-megamark""></span>ピジョットEX[063/087]",https://www.pokemon-card.com/assets/images/card_images/large/CP6/032269_P_MPIJOTTOEX.jpg,公式,5506
055/071,かがやくイーブイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/055-071_pcg-a5501.webp,かがやくイーブイ[055/071],https://www.pokemon-card.com/assets/images/card_images/large/S10b/041736_P_KAGAYAKUIBUI.jpg,公式,5501
030/032,ヤヤコマ,,https://minnano-toreka.com/wp-content/uploads/2026/07/030-032_pcg-a5498.webp,ヤヤコマ[030/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031630_P_YAYAKOMA.jpg,公式,5498
204/172,ビッパ,,https://minnano-toreka.com/wp-content/uploads/2026/07/204-172_pcg-a5496.webp,ビッパ[204/172],https://www.pokemon-card.com/assets/images/card_images/large/S12a/042854_P_BIPPA.jpg,公式,5496
029/S-P,ニャースVMAX,,https://minnano-toreka.com/wp-content/uploads/2026/07/029-S-P_pcg-a5452.webp,ニャースVMAX[029/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/037609_P_NYASUVMAX.jpg,公式,5452
056/076,レックウザ,,https://minnano-toreka.com/wp-content/uploads/2026/07/056-076_pcg-a5450.webp,レックウザ[056/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038462_P_REKKUUZA.jpg,公式,5450
062/092,ヤミラミ,,https://minnano-toreka.com/wp-content/uploads/2026/07/062-092_crush-a5448.webp,ヤミラミ[062/092],https://www.cardrush-pokemon.jp/product/9690,カードラッシュ,5448
123/XY-P,レックウザEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/123-XY-P_pcg-a5442.webp,レックウザEX[123/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031056_P_REKKUUZAEX.jpg,公式,5442
055/052,ガオガエンGX,,https://minnano-toreka.com/wp-content/uploads/2026/07/055-052_pcg-a5427.webp,ガオガエンGX[055/052],https://www.pokemon-card.com/assets/images/card_images/large/SM8a/035754_P_GAOGAENGX.jpg,公式,5427
